SDC Deal Number,Company Name,Exit Type,Date Announced / Filed,Date Completed / Issued,Ticker,"Proceeds Amt + Overallot Sold All Markets
(USD)",Acquiror Name,"Rank Value Incl. Net Debt Sum
(USD)","Rank Value Incl. Net Debt Average
(USD)","Rank Value Incl. Net Debt Median
(USD)","M&A Deal Value Average
(USD)","M&A Deal Value Sum
(USD)","M&A Deal Value Median
(USD)","Value of Earnout Average
(USD)","Value of Earnout Sum
(USD)","Value of Earnout Median
(USD)","Purchase Price Average
(USD)","Purchase Price Sum
(USD)","Purchase Price Median
(USD)",Time to Exit (Years),No. of Deals,No. of IPOs,No. of Deals w/ M&A Deal Value,Exit Portfolio Company TRBC Industry Group,Exit Portfolio Company TRBC Industry,Exit Portfolio Company TRBC Economic Sector,Exit Portfolio Company TRBC Business Sector,Exit Portfolio Company TRBC Activity,Exit Date Completed / Issued,"Exit Portfolio Company Nation
('|')",Exit Date Announced / Filed,Exit Date Completed / Issued,Exit Date Completed / Issued,Exit Date Announced / Filed,Exit Date Completed / Issued,Exit Date Completed / Issued,Exit Date Announced / Filed,Exit Date Completed / Issued
34391809630,"Quippo Infrastructure Equipment, Ltd.",Merger,28/01/2010,18/01/2011,,0.00,SREI Infrastructure Finance Ltd,225.05,225.05,225.05,225.05,225.05,225.05,0.00,0.00,0.00,225.05,225.05,225.05,6.3,1,0,1,Personal & Household Products & Services,Personal Services,Consumer Non-Cyclicals,Personal & Household Products & Services,Consumer Goods Rental,18/01/2011,India,28/01/2010,18/01/2011,18/01/2011,28/01/2010,18/01/2011,18/01/2011,28/01/2010,18/01/2011
154087269745,Cleanmax Enviro Energy Solutions Pvt Ltd,Secondary Sales,12/08/2021,12/08/2021,,0.00,Augment Infrastructure Partners LP,222.21,222.21,222.21,222.21,222.21,222.21,0.00,0.00,0.00,222.21,222.21,222.21,10.3,1,0,1,Electric Utilities & IPPs,Electric Utilities,Utilities,Utilities,Solar Electric Utilities,12/08/2021,India,12/08/2021,12/08/2021,12/08/2021,12/08/2021,12/08/2021,12/08/2021,12/08/2021,12/08/2021
154083089902,Yatra Online Pvt Ltd,Secondary Sales,13/07/2016,16/12/2016,,0.00,Yatra Usa Corp,217.99,217.99,217.99,217.99,217.99,217.99,0.00,0.00,0.00,217.99,217.99,217.99,10.9,1,0,1,Hotels & Entertainment Services,Leisure & Recreation,Consumer Cyclicals,Cyclical Consumer Services,Travel Agents,16/12/2016,India,13/07/2016,16/12/2016,16/12/2016,13/07/2016,16/12/2016,16/12/2016,13/07/2016,16/12/2016
154085676752,Shapoorji Pallonji Infrastructure Capital Company Pvt Ltd,Secondary Sales,27/04/2020,22/10/2020,,0.00,Terra Asia Holdings II Pte Ltd,203.78,203.78,203.78,203.78,203.78,203.78,0.00,0.00,0.00,203.78,203.78,203.78,12.9,1,0,1,Construction & Engineering,Construction & Engineering,Industrials,Industrial & Commercial Services,Construction & Engineering (NEC),22/10/2020,India,27/04/2020,22/10/2020,22/10/2020,27/04/2020,22/10/2020,22/10/2020,27/04/2020,22/10/2020
154082581757,Serendipity Infolabs Pvt Ltd,Merger,02/02/2015,02/02/2015,,0.00,ANI Technologies Pvt Ltd,200.11,200.11,200.11,200.11,200.11,200.11,0.00,0.00,0.00,200.11,200.11,200.11,2.7,1,0,1,Passenger Transportation Services,"Passenger Transportation, Ground & Sea",Industrials,Transportation,Passenger Car Rental,02/02/2015,India,02/02/2015,02/02/2015,02/02/2015,02/02/2015,02/02/2015,02/02/2015,02/02/2015,02/02/2015
154082949306,KIMSHEALTH Management Ltd,Secondary Sales,29/03/2017,29/03/2017,,0.00,True North Managers LLP,199.44,199.44,199.44,199.44,199.44,199.44,0.00,0.00,0.00,199.44,199.44,199.44,5.2,1,0,1,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,"Hospitals, Clinics & Primary Care Services",29/03/2017,India,29/03/2017,29/03/2017,29/03/2017,29/03/2017,29/03/2017,29/03/2017,29/03/2017,29/03/2017
154082994916,Care Hospitals Pvt Ltd,Secondary Sales,13/01/2016,13/01/2016,,0.00,Touch Healthcare Pvt Ltd,194.21,194.21,194.21,194.21,194.21,194.21,0.00,0.00,0.00,194.21,194.21,194.21,14.4,1,0,1,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,"Hospitals, Clinics & Primary Care Services",13/01/2016,India,13/01/2016,13/01/2016,13/01/2016,13/01/2016,13/01/2016,13/01/2016,13/01/2016,13/01/2016
34392820466,CandyDate Jobs,Secondary Sales,25/01/2013,25/01/2013,,0.00,Undisclosed Acquiror,190.00,190.00,190.00,190.00,190.00,190.00,0.00,0.00,0.00,190.00,190.00,190.00,1.1,1,0,1,Professional & Commercial Services,Employment Services,Industrials,Industrial & Commercial Services,Human Resources Consulting Services,25/01/2013,India,25/01/2013,25/01/2013,25/01/2013,25/01/2013,25/01/2013,25/01/2013,25/01/2013,25/01/2013
154087512450,ASG Hospital Pvt Ltd,Secondary Sales,27/07/2022,27/07/2022,,0.00,Investor Group,187.87,187.87,187.87,187.87,187.87,187.87,0.00,0.00,0.00,187.87,187.87,187.87,9.5,1,0,1,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,Healthcare Facilities & Services (NEC),27/07/2022,India,27/07/2022,27/07/2022,27/07/2022,27/07/2022,27/07/2022,27/07/2022,27/07/2022,27/07/2022
154085462301,Paysense Services India Pvt Ltd,Merger,10/01/2020,10/01/2020,,0.00,PayU Global BV,185.00,185.00,185.00,185.00,185.00,185.00,0.00,0.00,0.00,185.00,185.00,185.00,2.6,1,0,1,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Consumer Lending (NEC),10/01/2020,India,10/01/2020,10/01/2020,10/01/2020,10/01/2020,10/01/2020,10/01/2020,10/01/2020,10/01/2020
154085085202,Indiavidual Learning Ltd,Merger,13/04/2018,12/06/2018,,0.00,Reliance Industries Ltd,180.00,180.00,180.00,180.00,180.00,180.00,0.00,0.00,0.00,180.00,180.00,180.00,4.1,1,0,1,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),12/06/2018,India,13/04/2018,12/06/2018,12/06/2018,13/04/2018,12/06/2018,12/06/2018,13/04/2018,12/06/2018
154083222362,Sbi Cards & Payment Services Limited,Secondary Sales,28/03/2017,18/12/2017,,0.00,Investor Group,178.54,178.54,178.54,178.54,178.54,178.54,0.00,0.00,0.00,178.54,178.54,178.54,0.0,1,0,1,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Consumer Leasing,18/12/2017,India,28/03/2017,18/12/2017,18/12/2017,28/03/2017,18/12/2017,18/12/2017,28/03/2017,18/12/2017
154083009455,Dalmia Cement (Bharat) Ltd,Buyback,15/01/2016,31/10/2018,,0.00,Dalmia Bharat Ltd,176.94,176.94,176.94,176.94,176.94,176.94,0.00,0.00,0.00,176.94,176.94,176.94,8.1,1,0,1,Construction Materials,Construction Materials,Basic Materials,Mineral Resources,Cement & Concrete Manufacturing,31/10/2018,India,15/01/2016,31/10/2018,31/10/2018,15/01/2016,31/10/2018,31/10/2018,15/01/2016,31/10/2018
34391706081,Sharekhan Ltd,Secondary Sales,15/08/2007,15/08/2007,,0.00,Citi Venture Capital International,176.47,176.47,176.47,176.47,176.47,176.47,0.00,0.00,0.00,176.47,176.47,176.47,6.9,1,0,1,Investment Banking & Investment Services,Investment Banking & Brokerage Services,Financials,Banking & Investment Services,Investment Banking,15/08/2007,India,15/08/2007,15/08/2007,15/08/2007,15/08/2007,15/08/2007,15/08/2007,15/08/2007,15/08/2007
154082581137,Green Infra Ltd,Merger,11/02/2015,13/02/2015,,0.00,Sembcorp Industries Ltd,170.07,170.07,170.07,170.07,170.07,170.07,0.00,0.00,0.00,170.07,170.07,170.07,6.9,1,0,1,Renewable Energy,Renewable Energy Equipment & Services,Energy,Renewable Energy,Renewable Energy Equipment & Services (NEC),13/02/2015,India,11/02/2015,13/02/2015,13/02/2015,11/02/2015,13/02/2015,13/02/2015,11/02/2015,13/02/2015
34391777856,Matrix Laboratories,Merger,26/03/2009,17/06/2009,,0.00,MP Laboratories(Mauritius)Ltd,166.48,166.48,166.48,166.48,166.48,166.48,0.00,0.00,0.00,166.48,166.48,166.48,5.5,1,0,1,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals (NEC),17/06/2009,India,26/03/2009,17/06/2009,17/06/2009,26/03/2009,17/06/2009,17/06/2009,26/03/2009,17/06/2009
154079659642,Welspun Maxsteel Ltd,Merger,18/08/2014,31/10/2014,,0.00,JSW Steel Ltd,164.57,164.57,164.57,164.57,164.57,164.57,0.00,0.00,0.00,164.57,164.57,164.57,3.2,1,0,1,Metals & Mining,Iron & Steel,Basic Materials,Mineral Resources,"Iron, Steel Mills & Foundries",31/10/2014,India,18/08/2014,31/10/2014,31/10/2014,18/08/2014,31/10/2014,31/10/2014,18/08/2014,31/10/2014
154084975317,Sterlite Power Grid Ventures Ltd,Buyback,29/01/2018,29/01/2018,,0.00,Sterlite Technologies Ltd,158.85,158.85,158.85,158.85,158.85,158.85,0.00,0.00,0.00,158.85,158.85,158.85,3.6,1,0,1,Construction & Engineering,Construction & Engineering,Industrials,Industrial & Commercial Services,Power & Communications Network Construction,29/01/2018,India,29/01/2018,29/01/2018,29/01/2018,29/01/2018,29/01/2018,29/01/2018,29/01/2018,29/01/2018
154083131270,TVS Supply Chain Solutions Ltd,Merger,19/10/2016,19/10/2016,,0.00,Caisse de Depot et Placement du Quebec,149.87,149.87,149.87,149.87,149.87,149.87,0.00,0.00,0.00,149.87,149.87,149.87,8.5,1,0,1,Freight & Logistics Services,Ground Freight & Logistics,Industrials,Transportation,Ground Freight & Logistics (NEC),19/10/2016,India,19/10/2016,19/10/2016,19/10/2016,19/10/2016,19/10/2016,19/10/2016,19/10/2016,19/10/2016
154087557521,Ocean Sparkle Limited,Merger,21/04/2022,24/05/2022,,0.00,The Adani Harbour Services Ltd,148.91,148.91,148.91,148.91,148.91,148.91,0.00,0.00,0.00,148.91,148.91,148.91,9.5,1,0,1,Transport Infrastructure,Marine Port Services,Industrials,Transportation,Marine Port Services (NEC),24/05/2022,India,21/04/2022,24/05/2022,24/05/2022,21/04/2022,24/05/2022,24/05/2022,21/04/2022,24/05/2022
154087384796,Dr. Agarwals Eye Hospital Ltd,Secondary Sales,10/05/2022,10/05/2022,,0.00,Investor Group,135.75,135.75,135.75,135.75,135.75,135.75,0.00,0.00,0.00,135.75,135.75,135.75,6.3,1,0,1,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,"Hospitals, Clinics & Primary Care Services",10/05/2022,India,10/05/2022,10/05/2022,10/05/2022,10/05/2022,10/05/2022,10/05/2022,10/05/2022,10/05/2022
34392648644,Netmagic Solutions Pvt Ltd,Merger,25/01/2012,25/01/2012,,0.00,NTT Communications Corp,128.67,128.67,128.67,128.67,128.67,128.67,0.00,0.00,0.00,128.67,128.67,128.67,11.7,1,0,1,Software & IT Services,IT Services & Consulting,Technology,Software & IT Services,IT Services & Consulting (NEC),25/01/2012,India,25/01/2012,25/01/2012,25/01/2012,25/01/2012,25/01/2012,25/01/2012,25/01/2012,25/01/2012
154087512810,Purple Panda Fashions Pvt Ltd,Merger,20/03/2022,20/03/2022,,0.00,Reliance Retail Ventures Ltd,124.92,124.92,124.92,124.92,124.92,124.92,0.00,0.00,0.00,124.92,124.92,124.92,6.8,1,0,1,Textiles & Apparel,Apparel & Accessories,Consumer Cyclicals,Cyclical Consumer Products,Lingerie,20/03/2022,India,20/03/2022,20/03/2022,20/03/2022,20/03/2022,20/03/2022,20/03/2022,20/03/2022,20/03/2022
154083249764,Itzcash Card Ltd,Merger,23/05/2017,23/05/2017,,0.00,Ebix Inc,120.00,120.00,120.00,120.00,120.00,120.00,44.00,44.00,44.00,120.00,120.00,120.00,9.6,1,0,1,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Consumer Lending (NEC),23/05/2017,India,23/05/2017,23/05/2017,23/05/2017,23/05/2017,23/05/2017,23/05/2017,23/05/2017,23/05/2017
154085117081,Gateway Rail Freight Ltd,Merger,25/05/2018,05/04/2019,,0.00,Gateway Distriparks Ltd,118.54,118.54,118.54,118.54,118.54,118.54,0.00,0.00,0.00,118.54,118.54,118.54,9.4,1,0,1,Freight & Logistics Services,Ground Freight & Logistics,Industrials,Transportation,Ground Freight & Logistics (NEC),05/04/2019,India,25/05/2018,05/04/2019,05/04/2019,25/05/2018,05/04/2019,05/04/2019,25/05/2018,05/04/2019
154087629686,Shubham Housing Development Finance Company Ltd,Secondary Sales,29/06/2022,29/06/2022,,0.00,Investor Group,112.00,112.00,112.00,112.00,112.00,112.00,0.00,0.00,0.00,112.00,112.00,112.00,4.4,1,0,1,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Consumer Lending (NEC),29/06/2022,India,29/06/2022,29/06/2022,29/06/2022,29/06/2022,29/06/2022,29/06/2022,29/06/2022,29/06/2022
154085327959,Milltec Machinery Ltd,Merger,11/03/2019,28/03/2019,,0.00,Ag Growth International Inc,110.26,110.26,110.26,110.26,110.26,110.26,28.63,28.63,28.63,110.26,110.26,110.26,5.8,1,0,1,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Industrials,Industrial Goods,Industrial Machinery,28/03/2019,India,11/03/2019,28/03/2019,28/03/2019,11/03/2019,28/03/2019,28/03/2019,11/03/2019,28/03/2019
34391712455,"Mars Restaurants Pvt., Ltd.",Merger,19/06/2007,20/07/2007,,0.00,India Hospitality Corp,110.20,110.20,110.20,110.20,110.20,110.20,0.00,0.00,0.00,110.20,110.20,110.20,6.5,1,0,1,Hotels & Entertainment Services,Restaurants & Bars,Consumer Cyclicals,Cyclical Consumer Services,Quick Service Restaurants,20/07/2007,India,19/06/2007,20/07/2007,20/07/2007,19/06/2007,20/07/2007,20/07/2007,19/06/2007,20/07/2007
154085312091,Qwikcilver Solutions Pvt Ltd,Merger,19/03/2019,19/04/2019,,0.00,Pine Labs Pvt Ltd,110.00,110.00,110.00,110.00,110.00,110.00,0.00,0.00,0.00,110.00,110.00,110.00,9.4,1,0,1,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),19/04/2019,India,19/03/2019,19/04/2019,19/04/2019,19/03/2019,19/04/2019,19/04/2019,19/03/2019,19/04/2019
154087266710,Robosoft Technologies Pvt Ltd,Merger,10/08/2021,29/07/2022,,0.00,TechnoPro Holdings Inc,108.08,108.08,108.08,108.08,108.08,108.08,0.00,0.00,0.00,108.08,108.08,108.08,9.1,1,0,1,Software & IT Services,Software,Technology,Software & IT Services,Mobile Application Software,29/07/2022,India,10/08/2021,29/07/2022,29/07/2022,10/08/2021,29/07/2022,29/07/2022,10/08/2021,29/07/2022
154082571747,Agile Electric Sub Assembly Private Ltd,Merger,22/01/2015,30/07/2015,,0.00,Investor Group,106.40,106.40,106.40,106.40,106.40,106.40,0.00,0.00,0.00,106.40,106.40,106.40,1.9,1,0,1,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",Consumer Cyclicals,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts (NEC)",30/07/2015,India,22/01/2015,30/07/2015,30/07/2015,22/01/2015,30/07/2015,30/07/2015,22/01/2015,30/07/2015
154087430173,Ola Financial Services Pvt Ltd,Merger,30/11/2021,01/12/2021,,0.00,ANI Technologies Pvt Ltd,104.77,104.77,104.77,104.77,104.77,104.77,0.00,0.00,0.00,104.77,104.77,104.77,1.9,1,0,1,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),01/12/2021,India,30/11/2021,01/12/2021,01/12/2021,30/11/2021,01/12/2021,01/12/2021,30/11/2021,01/12/2021
34391858031,Emcure Pharmaceuticals Ltd,Secondary Sales,19/12/2013,28/04/2014,,0.00,Bain Capital LLC,104.60,104.60,104.60,104.60,104.60,104.60,0.00,0.00,0.00,104.60,104.60,104.60,7.8,1,0,1,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals (NEC),28/04/2014,India,19/12/2013,28/04/2014,28/04/2014,19/12/2013,28/04/2014,28/04/2014,19/12/2013,28/04/2014
154083236744,Allcargo Logistics Ltd,Merger,26/04/2017,26/04/2017,,0.00,Undisclosed Acquiror,101.82,101.82,101.82,101.82,101.82,101.82,0.00,0.00,0.00,101.82,101.82,101.82,9.2,1,0,1,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics",Industrials,Transportation,"Courier, Postal, Air Freight & Land-based Logistics (NEC)",26/04/2017,India,26/04/2017,26/04/2017,26/04/2017,26/04/2017,26/04/2017,26/04/2017,26/04/2017,26/04/2017
34391866474,Continental Warehousing Corporation Ltd,Secondary Sales,11/04/2011,11/04/2011,,0.00,Warburg Pincus India Pvt Ltd,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,5.7,1,0,1,Transport Infrastructure,Marine Port Services,Industrials,Transportation,Marine Cargo Handling Services,11/04/2011,India,11/04/2011,11/04/2011,11/04/2011,11/04/2011,11/04/2011,11/04/2011,11/04/2011,11/04/2011
34392853962,"Bush Foods Overseas Pvt., Ltd.",Merger,03/04/2013,03/04/2013,,0.00,Hassad Food Co,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,2.0,1,0,1,Food & Tobacco,Food Processing,Consumer Non-Cyclicals,Food & Beverages,Food Processing (NEC),03/04/2013,India,03/04/2013,03/04/2013,03/04/2013,03/04/2013,03/04/2013,03/04/2013,03/04/2013,03/04/2013
154087913723,PhonePe Pvt Ltd,Secondary Sales,14/02/2023,14/02/2023,,0.00,Investor Group,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,2.2,1,0,1,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech),Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) (NEC),14/02/2023,India,14/02/2023,14/02/2023,14/02/2023,14/02/2023,14/02/2023,14/02/2023,14/02/2023,14/02/2023
154083121398,Symbiotec Pharmalab Pvt Ltd,Secondary Sales,18/12/2018,18/12/2018,,0.00,Symbiotec Pharmalab SPV,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,5.2,1,0,1,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals (NEC),18/12/2018,India,18/12/2018,18/12/2018,18/12/2018,18/12/2018,18/12/2018,18/12/2018,18/12/2018,18/12/2018
154085346911,Consul Consolidated Pvt Ltd,Merger,20/06/2019,20/06/2019,,0.00,Fuji Electric Co Ltd,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,6.8,1,0,1,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Electrical Equipment,Industrials,Industrial Goods,Heavy Electrical Equipment (NEC),20/06/2019,India,20/06/2019,20/06/2019,20/06/2019,20/06/2019,20/06/2019,20/06/2019,20/06/2019,20/06/2019
154087309248,Amagi Media Labs Pvt Ltd,Secondary Sales,10/09/2021,10/09/2021,,0.00,Investor Group,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,9.7,1,0,1,Media & Publishing,Advertising & Marketing,Consumer Cyclicals,Cyclical Consumer Services,Media Buying Agency,10/09/2021,India,10/09/2021,10/09/2021,10/09/2021,10/09/2021,10/09/2021,10/09/2021,10/09/2021,10/09/2021
34392892439,Redbus.in,Merger,24/06/2013,24/06/2013,,0.00,ibibo Group Pvt Ltd,99.77,99.77,99.77,99.77,99.77,99.77,0.00,0.00,0.00,99.77,99.77,99.77,6.4,1,0,1,Hotels & Entertainment Services,Leisure & Recreation,Consumer Cyclicals,Cyclical Consumer Services,Travel Agents,24/06/2013,India,24/06/2013,24/06/2013,24/06/2013,24/06/2013,24/06/2013,24/06/2013,24/06/2013,24/06/2013
154082878608,Ujjivan Financial Services Ltd,Secondary Sales,20/03/2015,20/03/2015,,0.00,Investor Group,96.16,96.16,96.16,96.16,96.16,96.16,0.00,0.00,0.00,96.16,96.16,96.16,6.3,1,0,1,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Microfinancing,20/03/2015,India,20/03/2015,20/03/2015,20/03/2015,20/03/2015,20/03/2015,20/03/2015,20/03/2015,20/03/2015
154087128226,Corona Remedies Pvt Ltd,Secondary Sales,05/04/2021,05/04/2021,,0.00,Chryscapital Management Co,91.32,91.32,91.32,91.32,91.32,91.32,0.00,0.00,0.00,91.32,91.32,91.32,4.7,1,0,1,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals (NEC),05/04/2021,India,05/04/2021,05/04/2021,05/04/2021,05/04/2021,05/04/2021,05/04/2021,05/04/2021,05/04/2021
154087566727,Oaknet Healthcare Pvt Ltd,Merger,04/05/2022,17/05/2022,,0.00,Eris Lifesciences Ltd,85.01,85.01,85.01,85.01,85.01,85.01,0.00,0.00,0.00,85.01,85.01,85.01,0.0,1,0,1,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals (NEC),17/05/2022,India,04/05/2022,17/05/2022,17/05/2022,04/05/2022,17/05/2022,17/05/2022,04/05/2022,17/05/2022
34391824924,Metropolis Healthcare Ltd,Secondary Sales,24/06/2010,24/06/2010,,0.00,Warburg Pincus India Pvt Ltd,85.00,85.00,85.00,85.00,85.00,85.00,0.00,0.00,0.00,85.00,85.00,85.00,4.1,1,0,1,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,Medical & Diagnostic Laboratories,24/06/2010,India,24/06/2010,24/06/2010,24/06/2010,24/06/2010,24/06/2010,24/06/2010,24/06/2010,24/06/2010
154087235512,Playsimple Games Pvt Ltd,Merger,02/07/2021,02/07/2021,,0.00,MTG Gaming AB,83.10,83.10,83.10,83.10,83.10,83.10,0.00,0.00,0.00,83.10,83.10,83.10,6.5,1,0,1,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),02/07/2021,India,02/07/2021,02/07/2021,02/07/2021,02/07/2021,02/07/2021,02/07/2021,02/07/2021,02/07/2021
154085154455,TNT India Ltd,Secondary Sales,28/08/2018,28/08/2018,,0.00,Spoton Logistics Pvt Ltd SPV,78.39,78.39,78.39,78.39,78.39,78.39,0.00,0.00,0.00,78.39,78.39,78.39,6.7,1,0,1,Freight & Logistics Services,Ground Freight & Logistics,Industrials,Transportation,Ground Freight & Logistics (NEC),28/08/2018,India,28/08/2018,28/08/2018,28/08/2018,28/08/2018,28/08/2018,28/08/2018,28/08/2018,28/08/2018
154087291706,Strand Life Sciences Private Ltd,Merger,03/09/2021,31/03/2023,,0.00,Reliance Strategic Business Ventures Ltd,75.76,75.76,75.76,75.76,75.76,75.76,0.00,0.00,0.00,75.76,75.76,75.76,21.4,1,0,1,Software & IT Services,Software,Technology,Software & IT Services,Enterprise Software,31/03/2023,India,03/09/2021,31/03/2023,31/03/2023,03/09/2021,31/03/2023,31/03/2023,03/09/2021,31/03/2023
154087198516,Diverse Retails Pvt Ltd,Merger,07/06/2021,07/06/2021,,0.00,Tata Digital Ltd,75.00,75.00,75.00,75.00,75.00,75.00,0.00,0.00,0.00,75.00,75.00,75.00,4.9,1,0,1,Hotels & Entertainment Services,Leisure & Recreation,Consumer Cyclicals,Cyclical Consumer Services,"Gyms, Fitness and Spa Centers",07/06/2021,India,07/06/2021,07/06/2021,07/06/2021,07/06/2021,07/06/2021,07/06/2021,07/06/2021,07/06/2021
154079850012,Transpole Logistics Private Ltd,Merger,07/07/2014,28/08/2014,,0.00,SBS Logistics Holdings Singapore Pte Ltd,73.32,73.32,73.32,73.32,73.32,73.32,0.00,0.00,0.00,73.32,73.32,73.32,3.4,1,0,1,Freight & Logistics Services,Ground Freight & Logistics,Industrials,Transportation,Ground Freight & Logistics (NEC),28/08/2014,India,07/07/2014,28/08/2014,28/08/2014,07/07/2014,28/08/2014,28/08/2014,07/07/2014,28/08/2014
154087896161,Rent Alpha Pvt Ltd,Merger,03/02/2023,30/06/2023,,0.00,Mizuho Leasing Co Ltd,70.68,70.68,70.68,70.68,70.68,70.68,0.00,0.00,0.00,70.68,70.68,70.68,7.4,1,0,1,Real Estate Operations,Real Estate Services,Real Estate,Real Estate,Real Estate Services (NEC),30/06/2023,India,03/02/2023,30/06/2023,30/06/2023,03/02/2023,30/06/2023,30/06/2023,03/02/2023,30/06/2023
34391553771,Tata Infotech,Merger,15/07/2005,01/02/2006,,0.00,Tata Consultancy Services Ltd,66.85,66.85,66.85,66.85,66.85,66.85,0.00,0.00,0.00,91.19,91.19,91.19,2.4,1,0,1,Software & IT Services,IT Services & Consulting,Technology,Software & IT Services,IT Services & Consulting (NEC),01/02/2006,India,15/07/2005,01/02/2006,01/02/2006,15/07/2005,01/02/2006,01/02/2006,15/07/2005,01/02/2006
154085474868,DFM Foods Ltd,Secondary Sales,09/09/2019,15/01/2020,,0.00,AI Global Investments (Cyprus) PCC Ltd,66.79,66.79,66.79,66.79,66.79,66.79,0.00,0.00,0.00,66.79,66.79,66.79,5.9,1,0,1,Food & Tobacco,Food Processing,Consumer Non-Cyclicals,Food & Beverages,Snack Food & Non-Chocolate Confectionary,15/01/2020,India,09/09/2019,15/01/2020,15/01/2020,09/09/2019,15/01/2020,15/01/2020,09/09/2019,15/01/2020
