"sdc_deal_number","company_name","exit_type","date_announced_filed","date_completed_issued","ticker","proceeds_amt_overallot_sold_all_markets_usd","acquiror_name","rank_value_incl_net_debt_sum_usd","rank_value_incl_net_debt_average_usd","rank_value_incl_net_debt_median_usd","m_a_deal_value_average_usd","m_a_deal_value_sum_usd","m_a_deal_value_median_usd","value_of_earnout_average_usd","value_of_earnout_sum_usd","value_of_earnout_median_usd","purchase_price_average_usd","purchase_price_sum_usd","purchase_price_median_usd","time_to_exit_years","no_of_deals","no_of_ipos","no_of_deals_w_m_a_deal_value","exit_portfolio_company_trbc_industry_group","exit_portfolio_company_trbc_industry","exit_portfolio_company_trbc_economic_sector","exit_portfolio_company_trbc_business_sector","exit_portfolio_company_trbc_activity","exit_date_completed_issued_30","exit_portfolio_company_nation","exit_date_announced_filed_32","exit_date_completed_issued_33","exit_date_completed_issued_34","exit_date_announced_filed_35","exit_date_completed_issued_36","exit_date_completed_issued_37","exit_date_announced_filed_38","exit_date_completed_issued_39","exit_year","company","exit_value","sector"
"154083129898","Flipkart Online Services Pvt Ltd","Merger","09/05/2018","18/08/2018",NA,0,"Walmart Inc",15999.55,15999.55,15999.55,15999.55,15999.55,15999.55,0,0,0,15999.55,15999.55,15999.55,8.8,1,0,1,"Software & IT Services","Online Services","Technology","Software & IT Services","E-commerce & Auction Services","18/08/2018","India","09/05/2018","18/08/2018","18/08/2018","09/05/2018","18/08/2018","18/08/2018","09/05/2018","18/08/2018",NA,"Flipkart Online Services Pvt Ltd",154083129898,"Software & IT Services"
"154087088572","Renew Power Pvt Ltd","Reverse Takeover (RTO)","24/02/2021","23/08/2021",NA,0,"RMG Acquisition Corp II",3586.11,3586.11,3586.11,3584,3584,3584,0,0,0,3584,3584,3584,5.8,1,0,1,"Electric Utilities & IPPs","Independent Power Producers","Utilities","Utilities","Independent Power Producers (NEC)","23/08/2021","India","24/02/2021","23/08/2021","23/08/2021","24/02/2021","23/08/2021","23/08/2021","24/02/2021","23/08/2021",NA,"Renew Power Pvt Ltd",154087088572,"Electric Utilities & IPPs"
"154087174527","SB Energy Holdings Ltd","Merger","19/05/2021","04/10/2021",NA,0,"Adani Green Energy Ltd",3500,3500,3500,3500,3500,3500,0,0,0,3500,3500,3500,0.8,1,0,1,"Electric Utilities & IPPs","Electric Utilities","Utilities","Utilities","Electric Utilities (NEC)","04/10/2021","India","19/05/2021","04/10/2021","04/10/2021","19/05/2021","04/10/2021","04/10/2021","19/05/2021","04/10/2021",NA,"SB Energy Holdings Ltd",154087174527,"Electric Utilities & IPPs"
"154083176435","LifeCell International Pvt Ltd","Merger","20/12/2016","01/02/2017",NA,0,"Allergan Plc",2915.74,2915.74,2915.74,2900,2900,2900,0,0,0,2900,2900,2900,4,1,0,1,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Biopharmaceuticals","01/02/2017","India","20/12/2016","01/02/2017","01/02/2017","20/12/2016","01/02/2017","01/02/2017","20/12/2016","01/02/2017",NA,"LifeCell International Pvt Ltd",154083176435,"Pharmaceuticals"
"154082909968","Cairn Energy India Pty Ltd","Merger","14/06/2015","11/04/2017",NA,0,"Vedanta Ltd",2156.11,2156.11,2156.11,2156.11,2156.11,2156.11,0,0,0,3194.86,3194.86,3194.86,9.1,1,0,1,"Oil & Gas","Oil & Gas Exploration and Production","Energy","Energy - Fossil Fuels","Oil & Gas Exploration and Production (NEC)","11/04/2017","India","14/06/2015","11/04/2017","11/04/2017","14/06/2015","11/04/2017","11/04/2017","14/06/2015","11/04/2017",NA,"Cairn Energy India Pty Ltd",154082909968,"Oil & Gas"
"154088484399","Bharat Serums & Vaccines Ltd","Merger","25/07/2024","23/10/2024",NA,0,"Mankind Pharma Ltd",1644.73,1644.73,1644.73,1644.73,1644.73,1644.73,0,0,0,1644.73,1644.73,1644.73,2.6,1,0,1,"Biotechnology & Medical Research","Biotechnology & Medical Research","Healthcare","Pharmaceuticals & Medical Research","Biotechnology & Medical Research (NEC)","23/10/2024","India","25/07/2024","23/10/2024","23/10/2024","25/07/2024","23/10/2024","23/10/2024","25/07/2024","23/10/2024",NA,"Bharat Serums & Vaccines Ltd",154088484399,"Biotechnology & Medical Research"
"154087853095","L&T Infrastructure Development Projects Ltd","Secondary Sales","16/12/2022","11/04/2024",NA,0,"Epic Concesiones Pvt Ltd",1605.97,1605.97,1605.97,724.26,724.26,724.26,0,0,0,724.26,724.26,724.26,9.8,1,0,1,"Construction & Engineering","Construction & Engineering","Industrials","Industrial & Commercial Services","Construction & Engineering (NEC)","11/04/2024","India","16/12/2022","11/04/2024","11/04/2024","16/12/2022","11/04/2024","11/04/2024","16/12/2022","11/04/2024",NA,"L&T Infrastructure Development Projects Ltd",154087853095,"Construction & Engineering"
"154083679307","Capital First Ltd","Merger","13/01/2018","18/12/2018",NA,0,"IDFC Bank Ltd",1458.86,1458.86,1458.86,1458.86,1458.86,1458.86,0,0,0,850.46,850.46,850.46,6.6,1,0,1,"Banking Services","Corporate Financial Services","Financials","Banking & Investment Services","Commercial Loans","18/12/2018","India","13/01/2018","18/12/2018","18/12/2018","13/01/2018","18/12/2018","18/12/2018","13/01/2018","18/12/2018",NA,"Capital First Ltd",154083679307,"Banking Services"
"154082938776","Gland Pharma Ltd","Merger","28/07/2016","03/10/2017",NA,0,"Shanghai Fosun Pharmaceutical (Group) Co Ltd",1091.28,1091.28,1091.28,1091.28,1091.28,1091.28,0,0,0,1091.28,1091.28,1091.28,22,1,0,1,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","03/10/2017","India","28/07/2016","03/10/2017","03/10/2017","28/07/2016","03/10/2017","03/10/2017","28/07/2016","03/10/2017",NA,"Gland Pharma Ltd",154082938776,"Pharmaceuticals"
"154085058642","Intelenet Global Services Pvt Ltd","Merger","14/06/2018","04/10/2018",NA,0,"Teleperformance SE",1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,0,0,0,1000.01,1000.01,1000.01,3.1,1,0,1,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Business Support Services (NEC)","04/10/2018","India","14/06/2018","04/10/2018","04/10/2018","14/06/2018","04/10/2018","04/10/2018","14/06/2018","04/10/2018",NA,"Intelenet Global Services Pvt Ltd",154085058642,"Professional & Commercial Services"
"154087041431","Aakash Educational Services Limited","Merger","05/04/2021","05/04/2021",NA,0,"Think & Learn Pvt Ltd",1000,1000,1000,1000,1000,1000,0,0,0,1000,1000,1000,1.4,1,0,1,"Professional & Business Education","Professional & Business Education","Academic & Educational Services","Academic & Educational Services","Professional & Business Education","05/04/2021","India","05/04/2021","05/04/2021","05/04/2021","05/04/2021","05/04/2021","05/04/2021","05/04/2021","05/04/2021",NA,"Aakash Educational Services Limited",154087041431,"Professional & Business Education"
"154082994538","MphasiS Ltd","Secondary Sales","03/04/2016","01/09/2016",NA,0,"Marble II Pte Ltd",823.68,823.68,823.68,823.68,823.68,823.68,0,0,0,823.68,823.68,823.68,18.2,1,0,1,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","IT Services & Consulting (NEC)","01/09/2016","India","03/04/2016","01/09/2016","01/09/2016","03/04/2016","01/09/2016","01/09/2016","03/04/2016","01/09/2016",NA,"MphasiS Ltd",154082994538,"Software & IT Services"
"34391832570","Paras Pharmaceuticals, Ltd.","Secondary Sales","13/12/2010","11/04/2011",NA,0,"Reckitt Benckiser Group PLC",721.56,721.56,721.56,721.56,721.56,721.56,0,0,0,721.56,721.56,721.56,3,1,0,1,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","11/04/2011","India","13/12/2010","11/04/2011","11/04/2011","13/12/2010","11/04/2011","11/04/2011","13/12/2010","11/04/2011",NA,"Paras Pharmaceuticals, Ltd.",34391832570,"Pharmaceuticals"
"154087790490","Virescent Infrastructure Investment Manager Pvt Ltd","Merger","12/05/2023","25/08/2023",NA,0,"India Grid Trust",680.58,680.58,680.58,487.27,487.27,487.27,0,0,0,487.27,487.27,487.27,2.7,1,0,1,"Electric Utilities & IPPs","Electric Utilities","Utilities","Utilities","Electric Utilities (NEC)","25/08/2023","India","12/05/2023","25/08/2023","25/08/2023","12/05/2023","25/08/2023","25/08/2023","12/05/2023","25/08/2023",NA,"Virescent Infrastructure Investment Manager Pvt Ltd",154087790490,"Electric Utilities & IPPs"
"154087816164","Vector Green Energy Pvt Ltd","Merger","13/11/2022","11/01/2023",NA,0,"Sembcorp Green Infra Ltd",664.63,664.63,664.63,345.44,345.44,345.44,0,0,0,345.44,345.44,345.44,0,1,0,1,"Electric Utilities & IPPs","Electric Utilities","Utilities","Utilities","Wind Electric Utilities","11/01/2023","India","13/11/2022","11/01/2023","11/01/2023","13/11/2022","11/01/2023","11/01/2023","13/11/2022","11/01/2023",NA,"Vector Green Energy Pvt Ltd",154087816164,"Electric Utilities & IPPs"
"154083107343","Bharti Telecom Ltd","Merger","18/08/2016","17/11/2016",NA,0,"Magenta Investments Ltd",657.43,657.43,657.43,657.43,657.43,657.43,0,0,0,657.43,657.43,657.43,0,1,0,1,"Investment Holding Companies","Investment Holding Companies","Financials","Investment Holding Companies","Investment Holding Companies (NEC)","17/11/2016","India","18/08/2016","17/11/2016","17/11/2016","18/08/2016","17/11/2016","17/11/2016","18/08/2016","17/11/2016",NA,"Bharti Telecom Ltd",154083107343,"Investment Holding Companies"
"34392026563","Intelenet Global Services Pvt Ltd","Merger","31/05/2011","07/07/2011",NA,0,"Serco Group PLC",633.33,633.33,633.33,633.33,633.33,633.33,82.25,82.25,82.25,633.33,633.33,633.33,3.8,1,0,1,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Business Support Services (NEC)","07/07/2011","India","31/05/2011","07/07/2011","07/07/2011","31/05/2011","07/07/2011","07/07/2011","31/05/2011","07/07/2011",NA,"Intelenet Global Services Pvt Ltd",34392026563,"Professional & Commercial Services"
"154087958863","Capital Foods Pvt Ltd","Merger","12/01/2024","01/02/2024",NA,0,"Tata Consumer Products Ltd",613.99,613.99,613.99,613.99,613.99,613.99,0,0,0,613.99,613.99,613.99,17.3,1,0,1,"Personal & Household Products & Services","Personal Services","Consumer Non-Cyclicals","Personal & Household Products & Services","Personal Services (NEC)","01/02/2024","India","12/01/2024","01/02/2024","01/02/2024","12/01/2024","01/02/2024","01/02/2024","12/01/2024","01/02/2024",NA,"Capital Foods Pvt Ltd",154087958863,"Personal & Household Products & Services"
"154087379157","Blinkit India Pvt Ltd","Merger","24/06/2022","10/08/2022",NA,0,"Zomato Ltd",607.12,607.12,607.12,569.17,569.17,569.17,0,0,0,569.17,569.17,569.17,7.5,1,0,1,"Software & IT Services","Software","Technology","Software & IT Services","Mobile Application Software","10/08/2022","India","24/06/2022","10/08/2022","10/08/2022","24/06/2022","10/08/2022","10/08/2022","24/06/2022","10/08/2022",NA,"Blinkit India Pvt Ltd",154087379157,"Software & IT Services"
"154085170778","Ramky Enviro Engineers Ltd","Secondary Sales","12/08/2018","10/02/2019",NA,0,"KKR Asian Fund III LP",530,530,530,530,530,530,0,0,0,530,530,530,12.1,1,0,1,"Professional & Commercial Services","Environmental Services & Equipment","Industrials","Industrial & Commercial Services","Environmental Services & Equipment (NEC)","10/02/2019","India","12/08/2018","10/02/2019","10/02/2019","12/08/2018","10/02/2019","10/02/2019","12/08/2018","10/02/2019",NA,"Ramky Enviro Engineers Ltd",154085170778,"Professional & Commercial Services"
"34392804467","Rsp Architects Planners &","Reverse Takeover (RTO)","21/12/2012","25/09/2013",NA,0,"Rowsley Ltd",469.7,469.7,469.7,469.7,469.7,469.7,0,0,0,469.7,469.7,469.7,5.1,1,0,1,"Construction & Engineering","Construction & Engineering","Industrials","Industrial & Commercial Services","Civil Engineers & Architects","25/09/2013","India","21/12/2012","25/09/2013","25/09/2013","21/12/2012","25/09/2013","25/09/2013","21/12/2012","25/09/2013",NA,"Rsp Architects Planners &",34392804467,"Construction & Engineering"
"154087092937","Avaada Energy Pvt Ltd","Merger","13/07/2021","13/07/2021",NA,0,"Global Renewable Synergy Co Ltd",453.78,453.78,453.78,453.78,453.78,453.78,0,0,0,453.78,453.78,453.78,2.3,1,0,1,"Electric Utilities & IPPs","Independent Power Producers","Utilities","Utilities","Renewable IPPs","13/07/2021","India","13/07/2021","13/07/2021","13/07/2021","13/07/2021","13/07/2021","13/07/2021","13/07/2021","13/07/2021",NA,"Avaada Energy Pvt Ltd",154087092937,"Electric Utilities & IPPs"
"154085504682","Altico Capital India Ltd","Secondary Sales","12/03/2020","11/03/2021",NA,0,"Ares SSG Capital Management (Singapore) Pte Ltd",421.82,421.82,421.82,421.82,421.82,421.82,0,0,0,421.82,421.82,421.82,5.4,1,0,1,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","11/03/2021","India","12/03/2020","11/03/2021","11/03/2021","12/03/2020","11/03/2021","11/03/2021","12/03/2020","11/03/2021",NA,"Altico Capital India Ltd",154085504682,"Banking Services"
"34391804752","Orchid Chemicals & Pharmaceuticals Ltd.","Merger","15/12/2009","30/03/2010",NA,0,"Hospira Inc",399.99,399.99,399.99,399.99,399.99,399.99,0,0,0,399.99,399.99,399.99,10.5,1,0,1,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","30/03/2010","India","15/12/2009","30/03/2010","30/03/2010","15/12/2009","30/03/2010","30/03/2010","15/12/2009","30/03/2010",NA,"Orchid Chemicals & Pharmaceuticals Ltd.",34391804752,"Pharmaceuticals"
"154082873800","Shriram Finance Ltd","Secondary Sales","12/05/2015","12/05/2015",NA,0,"Dynasty Acquisition (FPI) Ltd",358.61,358.61,358.61,358.61,358.61,358.61,0,0,0,358.61,358.61,358.61,5.8,1,0,1,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","12/05/2015","India","12/05/2015","12/05/2015","12/05/2015","12/05/2015","12/05/2015","12/05/2015","12/05/2015","12/05/2015",NA,"Shriram Finance Ltd",154082873800,"Banking Services"
"154083077832","Healthium Medtech Ltd","Secondary Sales","06/04/2018","06/04/2018",NA,0,"Investor Group",350,350,350,350,350,350,0,0,0,350,350,350,5.4,1,0,1,"Healthcare Equipment & Supplies","Medical Equipment, Supplies & Distribution","Healthcare","Healthcare Services & Equipment","Medical Equipment, Supplies & Distribution (NEC)","06/04/2018","India","06/04/2018","06/04/2018","06/04/2018","06/04/2018","06/04/2018","06/04/2018","06/04/2018","06/04/2018",NA,"Healthium Medtech Ltd",154083077832,"Healthcare Equipment & Supplies"
"154087786377","Zoomcar India Pvt Ltd","Reverse Takeover (RTO)","13/10/2022","28/12/2023",NA,0,"Innovative International Acquisition Corp",336,336,336,336,336,336,0,0,0,336,336,336,10.7,1,0,1,"Passenger Transportation Services","Passenger Transportation, Ground & Sea","Industrials","Transportation","Passenger Car Rental","28/12/2023","India","13/10/2022","28/12/2023","28/12/2023","13/10/2022","28/12/2023","28/12/2023","13/10/2022","28/12/2023",NA,"Zoomcar India Pvt Ltd",154087786377,"Passenger Transportation Services"
"154088117011","Route Mobile Ltd","Merger","17/07/2023","29/04/2024",NA,0,"Proximus Opal SA",312.57,312.57,312.57,312.57,312.57,312.57,0,0,0,312.57,312.57,312.57,2.4,1,0,1,"Telecommunications Services","Integrated Telecommunications Services","Technology","Telecommunications Services","Integrated Telecommunications Services (NEC)","29/04/2024","India","17/07/2023","29/04/2024","29/04/2024","17/07/2023","29/04/2024","29/04/2024","17/07/2023","29/04/2024",NA,"Route Mobile Ltd",154088117011,"Telecommunications Services"
"34392039962","Luminous Power Technologies Pvt Ltd","Merger","30/05/2011","30/05/2012",NA,0,"Schneider Electric SA",310.56,310.56,310.56,310.56,310.56,310.56,0,0,0,310.56,310.56,310.56,5,1,0,1,"Machinery, Tools, Heavy Vehicles, Trains & Ships","Electrical Components & Equipment","Industrials","Industrial Goods","Portable Motors & Generators","30/05/2012","India","30/05/2011","30/05/2012","30/05/2012","30/05/2011","30/05/2012","30/05/2012","30/05/2011","30/05/2012",NA,"Luminous Power Technologies Pvt Ltd",34392039962,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
"154082540751","Nuvoco Vistas Corporation Ltd","Merger","15/06/2015","30/08/2015",NA,0,"Lafarge SA",302.97,302.97,302.97,302.97,302.97,302.97,0,0,0,302.97,302.97,302.97,2.1,1,0,1,"Construction Materials","Construction Materials","Basic Materials","Mineral Resources","Cement & Concrete Manufacturing","30/08/2015","India","15/06/2015","30/08/2015","30/08/2015","15/06/2015","30/08/2015","30/08/2015","15/06/2015","30/08/2015",NA,"Nuvoco Vistas Corporation Ltd",154082540751,"Construction Materials"
"154086830987","Whitehat Education Technology Pvt Ltd","Merger","05/08/2020","05/08/2020",NA,0,"Think & Learn Pvt Ltd",300,300,300,300,300,300,0,0,0,300,300,300,1.3,1,0,1,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","05/08/2020","India","05/08/2020","05/08/2020","05/08/2020","05/08/2020","05/08/2020","05/08/2020","05/08/2020","05/08/2020",NA,"Whitehat Education Technology Pvt Ltd",154086830987,"Software & IT Services"
"154079660231","Medreich Sterilab Ltd","Merger","11/06/2014","12/02/2015",NA,0,"Meiji Seika Pharma Co Ltd",290,290,290,290,290,290,0,0,0,290,290,290,9.3,1,0,1,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","12/02/2015","India","11/06/2014","12/02/2015","12/02/2015","11/06/2014","12/02/2015","12/02/2015","11/06/2014","12/02/2015",NA,"Medreich Sterilab Ltd",154079660231,"Pharmaceuticals"
"154087028251","ZCL Chemicals Ltd","Secondary Sales","08/02/2021","11/03/2021",NA,0,"Advent International Corp",272.67,272.67,272.67,272.67,272.67,272.67,0,0,0,272.67,272.67,272.67,4.2,1,0,1,"Chemicals","Commodity Chemicals","Basic Materials","Chemicals","Commodity Chemicals (NEC)","11/03/2021","India","08/02/2021","11/03/2021","11/03/2021","08/02/2021","11/03/2021","11/03/2021","08/02/2021","11/03/2021",NA,"ZCL Chemicals Ltd",154087028251,"Chemicals"
"154082921257","Gangavaram Port Ltd","Merger","03/03/2021","17/04/2021",NA,0,"Adani Ports & Special Economic Zone Ltd",266.79,266.79,266.79,266.79,266.79,266.79,0,0,0,266.79,266.79,266.79,13.8,1,0,1,"Freight & Logistics Services","Marine Freight & Logistics","Industrials","Transportation","Marine Freight & Logistics (NEC)","17/04/2021","India","03/03/2021","17/04/2021","17/04/2021","03/03/2021","17/04/2021","17/04/2021","03/03/2021","17/04/2021",NA,"Gangavaram Port Ltd",154082921257,"Freight & Logistics Services"
"154087709302","Vistaar Financial Services Pvt Ltd","Secondary Sales","10/10/2022","29/05/2023",NA,0,"Warburg Pincus LLC",250,250,250,250,250,250,0,0,0,250,250,250,13,1,0,1,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","29/05/2023","India","10/10/2022","29/05/2023","29/05/2023","10/10/2022","29/05/2023","29/05/2023","10/10/2022","29/05/2023",NA,"Vistaar Financial Services Pvt Ltd",154087709302,"Banking Services"
"154087862274","Kurlon Enterprise Ltd","Merger","17/07/2023","20/10/2023",NA,0,"Sheela Foam Ltd",248.02,248.02,248.02,248.02,248.02,248.02,0,0,0,248.02,248.02,248.02,26.2,1,0,1,"Household Goods","Home Furnishings","Consumer Cyclicals","Cyclical Consumer Products","Home Furnishings (NEC)","20/10/2023","India","17/07/2023","20/10/2023","20/10/2023","17/07/2023","20/10/2023","20/10/2023","17/07/2023","20/10/2023",NA,"Kurlon Enterprise Ltd",154087862274,"Household Goods"
"34393008451","Hitachi Payment Services Pvt Ltd","Merger","26/11/2013","20/04/2015",NA,0,"Hitachi Ltd",247.47,247.47,247.47,247.47,247.47,247.47,0,0,0,247.47,247.47,247.47,6.8,1,0,1,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Business Support Services (NEC)","20/04/2015","India","26/11/2013","20/04/2015","20/04/2015","26/11/2013","20/04/2015","20/04/2015","26/11/2013","20/04/2015",NA,"Hitachi Payment Services Pvt Ltd",34393008451,"Professional & Commercial Services"
"154087127564","Five-Star Business Finance Ltd","Secondary Sales","26/03/2021","26/04/2021",NA,0,"Investor Group",234,234,234,234,234,234,0,0,0,234,234,234,7.2,1,0,1,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","26/04/2021","India","26/03/2021","26/04/2021","26/04/2021","26/03/2021","26/04/2021","26/04/2021","26/03/2021","26/04/2021",NA,"Five-Star Business Finance Ltd",154087127564,"Banking Services"
